tempo;espaco;
9.025;28.4
10.02;46.2
11.014;32.1
12.009;43.4
13.004;34.0
14.001;42.0
14.023;34.9
15.018;41.6
16.01;35.8
17.008;41.0
18.004;36.2
18.028;40.5
19.022;36.7
20.018;40.2
21.011;36.8
22.01;39.9
23.001;37.0
23.027;39.7
24.022;37.2
25.019;39.6
