tempo;espaco;
4.001;26.6
4.025;44.7
5.02;30.6
6.014;42.0
7.009;32.4
8.004;40.8
9.0;33.4
9.025;39.8
10.019;34.1
11.014;39.5
12.009;34.6
13.004;39.1
13.028;34.9
